,Date,Seller,State,Product,Unit_Value,Qty_sold,Sales_amount,Profit,Payment_term,State_name,Month,Weekday,Profit_margin,Region
2023,2021-02-26,Vanessa Souza,AM,Tablet,500,5,2500,1600,Credit card,"Amazonas, AM",February-2021,Fri,0.64,North
2024,2021-02-26,Vanessa Souza,RR,Notebook,700,4,2800,1100,Credit card,"Roraima, RR",February-2021,Fri,0.3929,North
2025,2021-02-26,Bruna Castro,PB,Cellphone,300,3,900,300,Credit card,"Paraíba, PB",February-2021,Fri,0.3333,Northeast
2026,2021-02-26,Bruna Castro,MT,Tablet,500,3,1500,500,Credit card,"Mato Grosso, MT",February-2021,Fri,0.3333,Midwest
2027,2021-02-26,Bruna Castro,CE,Notebook,700,3,2100,1000,Credit card,"Ceará, CE",February-2021,Fri,0.4762,Northeast
2028,2021-02-26,Marco Maia,BA,Cellphone,300,6,1800,1000,Credit card,"Bahia, BA",February-2021,Fri,0.5556,Northeast
2029,2021-02-26,Marco Maia,PI,Tablet,500,1,500,200,Credit card,"Piauí, PI",February-2021,Fri,0.4,Northeast
2030,2021-02-26,Marco Maia,AP,Notebook,700,6,4200,2500,Credit card,"Amapá, AP",February-2021,Fri,0.5952,North
2031,2021-02-26,Vanessa Souza,RR,Cellphone,300,8,2400,600,Payment slip,"Roraima, RR",February-2021,Fri,0.25,North
2032,2021-02-26,Vanessa Souza,PA,Tablet,500,1,500,300,Credit card,"Pará, PA",February-2021,Fri,0.6,North
2033,2021-02-26,Paula Amorim,PR,Notebook,700,5,3500,1200,Credit card,"Paraná, PR",February-2021,Fri,0.3429,South
2034,2021-02-26,Vanessa Souza,SP,Cellphone,300,2,600,400,Payment slip,"São Paulo, SP",February-2021,Fri,0.6667,Southeast
2035,2021-02-26,Vanessa Souza,RJ,Tablet,500,4,2000,1300,Credit card,"Rio de Janeiro, RJ",February-2021,Fri,0.65,Southeast
2036,2021-02-26,Vanessa Souza,AL,Notebook,700,5,3500,900,Credit card,"Alagoas, AL",February-2021,Fri,0.2571,Northeast
2037,2021-02-26,Bruna Castro,MG,Cellphone,300,1,300,100,Payment slip,"Minas Gerais, MG",February-2021,Fri,0.3333,Southeast
2038,2021-02-26,Bruna Castro,ES,Tablet,500,0,0,0,Credit card,"Espírito Santo, ES",February-2021,Fri,,Southeast
2039,2021-02-26,Bruna Castro,DF,Notebook,700,1,700,200,Credit card,"Distrito Federal, DF",February-2021,Fri,0.2857,Midwest
2040,2021-02-26,Marco Maia,RJ,Cellphone,300,4,1200,500,Payment slip,"Rio de Janeiro, RJ",February-2021,Fri,0.4167,Southeast
2041,2021-02-26,Marco Maia,TO,Tablet,500,4,2000,900,Credit card,"Tocantins, TO",February-2021,Fri,0.45,North
2042,2021-02-26,Marco Maia,PR,Notebook,700,1,700,300,Payment slip,"Paraná, PR",February-2021,Fri,0.4286,South
2043,2021-02-26,Vanessa Souza,GO,Cellphone,300,2,600,200,Credit card,"Goias, GO",February-2021,Fri,0.3333,Midwest
2044,2021-02-26,Vanessa Souza,RN,Tablet,500,2,1000,300,Credit card,"Rio Grande do Norte, RN",February-2021,Fri,0.3,Northeast
2045,2021-02-26,Paula Amorim,RS,Notebook,700,4,2800,1100,Credit card,"Rio Grande do Sul, RS",February-2021,Fri,0.3929,South
2046,2021-02-26,Vanessa Souza,SE,Cellphone,300,4,1200,300,Credit card,"Sergipe, SE",February-2021,Fri,0.25,Northeast
2047,2021-02-26,Vanessa Souza,CE,Tablet,500,4,2000,1000,Credit card,"Ceará, CE",February-2021,Fri,0.5,Northeast
2048,2021-02-26,Vanessa Souza,RR,Notebook,700,1,700,400,Credit card,"Roraima, RR",February-2021,Fri,0.5714,North
2049,2021-02-26,Bruna Castro,RN,Cellphone,300,1,300,200,Credit card,"Rio Grande do Norte, RN",February-2021,Fri,0.6667,Northeast
2050,2021-02-26,Bruna Castro,MG,Tablet,500,3,1500,500,Credit card,"Minas Gerais, MG",February-2021,Fri,0.3333,Southeast
2051,2021-02-26,Bruna Castro,ES,Notebook,700,3,2100,1000,Credit card,"Espírito Santo, ES",February-2021,Fri,0.4762,Southeast
2052,2021-02-27,Marco Maia,SC,Cellphone,300,1,300,200,Payment slip,"Santa Catarina, SC",February-2021,Sat,0.6667,South
2053,2021-02-27,Marco Maia,ES,Tablet,500,3,1500,900,Payment slip,"Espírito Santo, ES",February-2021,Sat,0.6,Southeast
2054,2021-02-27,Marco Maia,SC,Notebook,700,4,2800,900,Credit card,"Santa Catarina, SC",February-2021,Sat,0.3214,South
2055,2021-02-27,Paula Amorim,MT,Cellphone,300,4,1200,400,Credit card,"Mato Grosso, MT",February-2021,Sat,0.3333,Midwest
2056,2021-02-27,Paula Amorim,BA,Tablet,500,4,2000,600,Credit card,"Bahia, BA",February-2021,Sat,0.3,Northeast
2057,2021-02-27,Paula Amorim,SP,Notebook,700,2,1400,900,Credit card,"São Paulo, SP",February-2021,Sat,0.6429,Southeast
2058,2021-02-27,Vanessa Souza,PB,Cellphone,300,0,0,0,Credit card,"Paraíba, PB",February-2021,Sat,,Northeast
2059,2021-02-27,Vanessa Souza,MG,Tablet,500,5,2500,1000,Payment slip,"Minas Gerais, MG",February-2021,Sat,0.4,Southeast
2060,2021-02-27,Vanessa Souza,RJ,Notebook,700,1,700,300,Credit card,"Rio de Janeiro, RJ",February-2021,Sat,0.4286,Southeast
2061,2021-02-27,Bruna Castro,AP,Cellphone,300,0,0,0,Credit card,"Amapá, AP",February-2021,Sat,,North
2062,2021-02-27,Bruna Castro,MS,Tablet,500,5,2500,800,Credit card,"Mato Grosso do Sul, MS",February-2021,Sat,0.32,Midwest
2063,2021-02-27,Bruna Castro,MA,Notebook,700,2,1400,800,Credit card,"Maranhão, MA",February-2021,Sat,0.5714,Northeast
2064,2021-02-27,Marco Maia,PE,Cellphone,300,4,1200,300,Payment slip,"Pernambuco, PE",February-2021,Sat,0.25,Northeast
2065,2021-02-27,Marco Maia,AP,Tablet,500,6,3000,1200,Credit card,"Amapá, AP",February-2021,Sat,0.4,North
2066,2021-02-27,Marco Maia,MA,Notebook,700,4,2800,1000,Credit card,"Maranhão, MA",February-2021,Sat,0.3571,Northeast
2067,2021-02-27,Vanessa Souza,GO,Cellphone,300,4,1200,200,Payment slip,"Goias, GO",February-2021,Sat,0.1667,Midwest
2068,2021-02-27,Vanessa Souza,PR,Tablet,500,3,1500,300,Credit card,"Paraná, PR",February-2021,Sat,0.2,South
2069,2021-02-27,Vanessa Souza,SC,Notebook,700,6,4200,2100,Payment slip,"Santa Catarina, SC",February-2021,Sat,0.5,South
2070,2021-02-27,Vanessa Souza,RJ,Cellphone,300,8,2400,600,Credit card,"Rio de Janeiro, RJ",February-2021,Sat,0.25,Southeast
2071,2021-02-27,Vanessa Souza,AL,Tablet,500,2,1000,400,Credit card,"Alagoas, AL",February-2021,Sat,0.4,Northeast
2072,2021-02-27,Vanessa Souza,PA,Notebook,700,5,3500,1500,Payment slip,"Pará, PA",February-2021,Sat,0.4286,North
2073,2021-02-27,Bruna Castro,RO,Cellphone,300,3,900,400,Credit card,"Rondônia, RO",February-2021,Sat,0.4444,North
2074,2021-02-27,Bruna Castro,MA,Tablet,500,1,500,200,Credit card,"Maranhão, MA",February-2021,Sat,0.4,Northeast
2075,2021-02-27,Bruna Castro,CE,Notebook,700,0,0,0,Credit card,"Ceará, CE",February-2021,Sat,,Northeast
2076,2021-02-27,Marco Maia,CE,Cellphone,300,6,1800,400,Credit card,"Ceará, CE",February-2021,Sat,0.2222,Northeast
2077,2021-02-27,Marco Maia,MS,Tablet,500,5,2500,1200,Payment slip,"Mato Grosso do Sul, MS",February-2021,Sat,0.48,Midwest
2078,2021-02-27,Marco Maia,MG,Notebook,700,5,3500,1800,Credit card,"Minas Gerais, MG",February-2021,Sat,0.5143,Southeast
2079,2021-02-27,Paula Amorim,PR,Cellphone,300,1,300,200,Payment slip,"Paraná, PR",February-2021,Sat,0.6667,South
2080,2021-02-27,Paula Amorim,AP,Tablet,500,0,0,0,Credit card,"Amapá, AP",February-2021,Sat,,North
2081,2021-02-27,Vanessa Souza,PE,Notebook,700,3,2100,1000,Payment slip,"Pernambuco, PE",February-2021,Sat,0.4762,Northeast
2082,2021-02-27,Vanessa Souza,RN,Cellphone,300,2,600,100,Credit card,"Rio Grande do Norte, RN",February-2021,Sat,0.1667,Northeast
2083,2021-02-27,Vanessa Souza,AM,Tablet,500,4,2000,1100,Credit card,"Amazonas, AM",February-2021,Sat,0.55,North
2084,2021-02-27,Vanessa Souza,ES,Notebook,700,1,700,400,Credit card,"Espírito Santo, ES",February-2021,Sat,0.5714,Southeast
2085,2021-02-27,Bruna Castro,RN,Cellphone,300,3,900,400,Credit card,"Rio Grande do Norte, RN",February-2021,Sat,0.4444,Northeast
2086,2021-02-27,Bruna Castro,PR,Tablet,500,1,500,300,Credit card,"Paraná, PR",February-2021,Sat,0.6,South
2087,2021-02-27,Bruna Castro,MS,Notebook,700,2,1400,700,Credit card,"Mato Grosso do Sul, MS",February-2021,Sat,0.5,Midwest
2088,2021-02-28,Marco Maia,SE,Cellphone,300,2,600,300,Credit card,"Sergipe, SE",February-2021,Sun,0.5,Northeast
2089,2021-02-28,Marco Maia,RJ,Tablet,500,4,2000,1200,Credit card,"Rio de Janeiro, RJ",February-2021,Sun,0.6,Southeast
2090,2021-02-28,Marco Maia,AL,Notebook,700,3,2100,800,Credit card,"Alagoas, AL",February-2021,Sun,0.381,Northeast
2091,2021-02-28,Paula Amorim,RR,Cellphone,300,2,600,400,Credit card,"Roraima, RR",February-2021,Sun,0.6667,North
2092,2021-02-28,Paula Amorim,BA,Tablet,500,1,500,300,Credit card,"Bahia, BA",February-2021,Sun,0.6,Northeast
2093,2021-02-28,Paula Amorim,MG,Notebook,700,4,2800,600,Credit card,"Minas Gerais, MG",February-2021,Sun,0.2143,Southeast
2094,2021-02-28,Vanessa Souza,AC,Cellphone,300,3,900,400,Credit card,"Acre, AC",February-2021,Sun,0.4444,North
2095,2021-02-28,Vanessa Souza,PE,Tablet,500,3,1500,800,Credit card,"Pernambuco, PE",February-2021,Sun,0.5333,Northeast
2096,2021-02-28,Vanessa Souza,PB,Notebook,700,5,3500,900,Credit card,"Paraíba, PB",February-2021,Sun,0.2571,Northeast
2097,2021-02-28,Bruna Castro,AL,Cellphone,300,2,600,400,Credit card,"Alagoas, AL",February-2021,Sun,0.6667,Northeast
2098,2021-02-28,Bruna Castro,MA,Tablet,500,0,0,0,Payment slip,"Maranhão, MA",February-2021,Sun,,Northeast
2099,2021-02-28,Bruna Castro,GO,Notebook,700,3,2100,900,Payment slip,"Goias, GO",February-2021,Sun,0.4286,Midwest
2100,2021-02-28,Marco Maia,SE,Cellphone,300,2,600,400,Credit card,"Sergipe, SE",February-2021,Sun,0.6667,Northeast
2101,2021-02-28,Marco Maia,ES,Tablet,500,4,2000,400,Payment slip,"Espírito Santo, ES",February-2021,Sun,0.2,Southeast
2102,2021-02-28,Marco Maia,SP,Notebook,700,2,1400,500,Credit card,"São Paulo, SP",February-2021,Sun,0.3571,Southeast
2103,2021-02-28,Paula Amorim,GO,Cellphone,300,6,1800,500,Payment slip,"Goias, GO",February-2021,Sun,0.2778,Midwest
2104,2021-02-28,Paula Amorim,AL,Tablet,500,7,3500,2200,Credit card,"Alagoas, AL",February-2021,Sun,0.6286,Northeast
2105,2021-02-28,Paula Amorim,AL,Notebook,700,0,0,0,Credit card,"Alagoas, AL",February-2021,Sun,,Northeast
2106,2021-02-28,Vanessa Souza,RN,Cellphone,300,5,1500,500,Credit card,"Rio Grande do Norte, RN",February-2021,Sun,0.3333,Northeast
2107,2021-02-28,Vanessa Souza,CE,Tablet,500,6,3000,1100,Credit card,"Ceará, CE",February-2021,Sun,0.3667,Northeast
2108,2021-02-28,Vanessa Souza,ES,Notebook,700,9,6300,2000,Credit card,"Espírito Santo, ES",February-2021,Sun,0.3175,Southeast
2109,2021-02-28,Bruna Castro,BA,Cellphone,300,3,900,400,Payment slip,"Bahia, BA",February-2021,Sun,0.4444,Northeast
2110,2021-02-28,Bruna Castro,RS,Tablet,500,3,1500,300,Credit card,"Rio Grande do Sul, RS",February-2021,Sun,0.2,South
2111,2021-02-28,Bruna Castro,CE,Notebook,700,3,2100,1100,Credit card,"Ceará, CE",February-2021,Sun,0.5238,Northeast
2112,2021-02-28,Marco Maia,MS,Cellphone,300,2,600,200,Credit card,"Mato Grosso do Sul, MS",February-2021,Sun,0.3333,Midwest
2113,2021-02-28,Marco Maia,SC,Tablet,500,4,2000,400,Credit card,"Santa Catarina, SC",February-2021,Sun,0.2,South
2114,2021-02-28,Marco Maia,SC,Notebook,700,5,3500,1500,Credit card,"Santa Catarina, SC",February-2021,Sun,0.4286,South
2115,2021-02-28,Vanessa Souza,CE,Cellphone,300,2,600,300,Credit card,"Ceará, CE",February-2021,Sun,0.5,Northeast
2116,2021-02-28,Paula Amorim,AL,Tablet,500,0,0,0,Credit card,"Alagoas, AL",February-2021,Sun,,Northeast
2117,2021-02-28,Paula Amorim,RO,Notebook,700,3,2100,1300,Credit card,"Rondônia, RO",February-2021,Sun,0.619,North
2118,2021-02-28,Vanessa Souza,RN,Cellphone,300,2,600,200,Credit card,"Rio Grande do Norte, RN",February-2021,Sun,0.3333,Northeast
2119,2021-02-28,Vanessa Souza,RJ,Tablet,500,0,0,0,Credit card,"Rio de Janeiro, RJ",February-2021,Sun,,Southeast
2120,2021-02-28,Vanessa Souza,CE,Notebook,700,1,700,300,Credit card,"Ceará, CE",February-2021,Sun,0.4286,Northeast
2121,2021-02-28,Bruna Castro,MG,Cellphone,300,3,900,500,Payment slip,"Minas Gerais, MG",February-2021,Sun,0.5556,Southeast
2122,2021-02-28,Bruna Castro,DF,Tablet,500,3,1500,900,Credit card,"Distrito Federal, DF",February-2021,Sun,0.6,Midwest
2123,2021-02-28,Bruna Castro,RR,Notebook,700,2,1400,800,Payment slip,"Roraima, RR",February-2021,Sun,0.5714,North
2124,2021-03-01,Marco Maia,MA,Cellphone,300,1,300,200,Payment slip,"Maranhão, MA",March-2021,Mon,0.6667,Northeast
2125,2021-03-01,Marco Maia,SP,Tablet,500,6,3000,800,Credit card,"São Paulo, SP",March-2021,Mon,0.2667,Southeast
2126,2021-03-01,Marco Maia,RN,Notebook,700,2,1400,600,Payment slip,"Rio Grande do Norte, RN",March-2021,Mon,0.4286,Northeast
2127,2021-03-01,Paula Amorim,PR,Cellphone,300,2,600,400,Credit card,"Paraná, PR",March-2021,Mon,0.6667,South
2128,2021-03-01,Paula Amorim,GO,Tablet,500,4,2000,1100,Credit card,"Goias, GO",March-2021,Mon,0.55,Midwest
2129,2021-03-01,Paula Amorim,AL,Notebook,700,3,2100,800,Payment slip,"Alagoas, AL",March-2021,Mon,0.381,Northeast
2130,2021-03-01,Vanessa Souza,PB,Cellphone,300,2,600,300,Payment slip,"Paraíba, PB",March-2021,Mon,0.5,Northeast
2131,2021-03-01,Vanessa Souza,PB,Tablet,500,1,500,200,Payment slip,"Paraíba, PB",March-2021,Mon,0.4,Northeast
2132,2021-03-01,Vanessa Souza,BA,Notebook,700,2,1400,400,Credit card,"Bahia, BA",March-2021,Mon,0.2857,Northeast
2133,2021-03-01,Bruna Castro,DF,Cellphone,300,2,600,200,Credit card,"Distrito Federal, DF",March-2021,Mon,0.3333,Midwest
2134,2021-03-01,Bruna Castro,SP,Tablet,500,2,1000,500,Credit card,"São Paulo, SP",March-2021,Mon,0.5,Southeast
2135,2021-03-01,Bruna Castro,SE,Notebook,700,3,2100,1400,Credit card,"Sergipe, SE",March-2021,Mon,0.6667,Northeast
2136,2021-03-01,Marco Maia,CE,Cellphone,300,6,1800,1200,Payment slip,"Ceará, CE",March-2021,Mon,0.6667,Northeast
2137,2021-03-01,Marco Maia,PA,Tablet,500,4,2000,1000,Payment slip,"Pará, PA",March-2021,Mon,0.5,North
2138,2021-03-01,Marco Maia,PA,Notebook,700,0,0,0,Credit card,"Pará, PA",March-2021,Mon,,North
2139,2021-03-01,Paula Amorim,AP,Cellphone,300,2,600,200,Credit card,"Amapá, AP",March-2021,Mon,0.3333,North
2140,2021-03-01,Paula Amorim,MS,Tablet,500,5,2500,1400,Credit card,"Mato Grosso do Sul, MS",March-2021,Mon,0.56,Midwest
2141,2021-03-01,Paula Amorim,RR,Notebook,700,1,700,400,Credit card,"Roraima, RR",March-2021,Mon,0.5714,North
2142,2021-03-01,Vanessa Souza,PE,Cellphone,300,7,2100,600,Payment slip,"Pernambuco, PE",March-2021,Mon,0.2857,Northeast
2143,2021-03-01,Vanessa Souza,BA,Tablet,500,7,3500,2200,Credit card,"Bahia, BA",March-2021,Mon,0.6286,Northeast
2144,2021-03-01,Vanessa Souza,SP,Notebook,700,5,3500,1800,Payment slip,"São Paulo, SP",March-2021,Mon,0.5143,Southeast
2145,2021-03-01,Bruna Castro,SE,Cellphone,300,4,1200,600,Payment slip,"Sergipe, SE",March-2021,Mon,0.5,Northeast
2146,2021-03-01,Bruna Castro,RJ,Tablet,500,6,3000,1500,Credit card,"Rio de Janeiro, RJ",March-2021,Mon,0.5,Southeast
2147,2021-03-01,Bruna Castro,AP,Notebook,700,7,4900,3000,Credit card,"Amapá, AP",March-2021,Mon,0.6122,North
2148,2021-03-01,Marco Maia,GO,Cellphone,300,6,1800,1100,Credit card,"Goias, GO",March-2021,Mon,0.6111,Midwest
2149,2021-03-01,Marco Maia,MG,Tablet,500,1,500,100,Credit card,"Minas Gerais, MG",March-2021,Mon,0.2,Southeast
2150,2021-03-01,Marco Maia,SE,Notebook,700,0,0,0,Payment slip,"Sergipe, SE",March-2021,Mon,,Northeast
2151,2021-03-01,Paula Amorim,PB,Cellphone,300,5,1500,400,Credit card,"Paraíba, PB",March-2021,Mon,0.2667,Northeast
2152,2021-03-01,Paula Amorim,SC,Tablet,500,4,2000,1100,Credit card,"Santa Catarina, SC",March-2021,Mon,0.55,South
2153,2021-03-01,Paula Amorim,PR,Notebook,700,6,4200,1500,Credit card,"Paraná, PR",March-2021,Mon,0.3571,South
2154,2021-03-01,Vanessa Souza,MG,Cellphone,300,3,900,600,Credit card,"Minas Gerais, MG",March-2021,Mon,0.6667,Southeast
2155,2021-03-01,Vanessa Souza,PB,Tablet,500,8,4000,1500,Credit card,"Paraíba, PB",March-2021,Mon,0.375,Northeast
2156,2021-03-01,Vanessa Souza,RS,Notebook,700,4,2800,1800,Credit card,"Rio Grande do Sul, RS",March-2021,Mon,0.6429,South
2157,2021-03-01,Bruna Castro,MS,Cellphone,300,4,1200,700,Credit card,"Mato Grosso do Sul, MS",March-2021,Mon,0.5833,Midwest
2158,2021-03-01,Bruna Castro,RJ,Tablet,500,1,500,300,Credit card,"Rio de Janeiro, RJ",March-2021,Mon,0.6,Southeast
2159,2021-03-01,Bruna Castro,RO,Notebook,700,0,0,0,Payment slip,"Rondônia, RO",March-2021,Mon,,North
2160,2021-03-01,Marco Maia,SE,Cellphone,300,0,0,0,Credit card,"Sergipe, SE",March-2021,Mon,,Northeast
2161,2021-03-01,Marco Maia,CE,Tablet,500,1,500,200,Payment slip,"Ceará, CE",March-2021,Mon,0.4,Northeast
2162,2021-03-01,Marco Maia,TO,Notebook,700,2,1400,600,Payment slip,"Tocantins, TO",March-2021,Mon,0.4286,North
2163,2021-03-01,Paula Amorim,GO,Cellphone,300,0,0,0,Credit card,"Goias, GO",March-2021,Mon,,Midwest
2164,2021-03-01,Paula Amorim,MS,Tablet,500,0,0,0,Credit card,"Mato Grosso do Sul, MS",March-2021,Mon,,Midwest
2165,2021-03-01,Paula Amorim,BA,Notebook,700,1,700,200,Payment slip,"Bahia, BA",March-2021,Mon,0.2857,Northeast
2166,2021-03-01,Vanessa Souza,ES,Cellphone,300,3,900,600,Payment slip,"Espírito Santo, ES",March-2021,Mon,0.6667,Southeast
2167,2021-03-01,Vanessa Souza,TO,Tablet,500,1,500,200,Credit card,"Tocantins, TO",March-2021,Mon,0.4,North
2168,2021-03-01,Vanessa Souza,SP,Notebook,700,1,700,400,Credit card,"São Paulo, SP",March-2021,Mon,0.5714,Southeast
2169,2021-03-01,Bruna Castro,MS,Cellphone,300,2,600,200,Payment slip,"Mato Grosso do Sul, MS",March-2021,Mon,0.3333,Midwest
2170,2021-03-01,Bruna Castro,MT,Tablet,500,1,500,200,Credit card,"Mato Grosso, MT",March-2021,Mon,0.4,Midwest
2171,2021-03-01,Bruna Castro,SP,Notebook,700,1,700,400,Credit card,"São Paulo, SP",March-2021,Mon,0.5714,Southeast
2172,2021-03-02,Marco Maia,PA,Cellphone,300,0,0,0,Credit card,"Pará, PA",March-2021,Tue,,North
2173,2021-03-02,Marco Maia,GO,Tablet,500,4,2000,1300,Credit card,"Goias, GO",March-2021,Tue,0.65,Midwest
2174,2021-03-02,Marco Maia,PA,Notebook,700,0,0,0,Credit card,"Pará, PA",March-2021,Tue,,North
2175,2021-03-02,Paula Amorim,TO,Cellphone,300,5,1500,900,Credit card,"Tocantins, TO",March-2021,Tue,0.6,North
2176,2021-03-02,Paula Amorim,AL,Tablet,500,2,1000,400,Credit card,"Alagoas, AL",March-2021,Tue,0.4,Northeast
2177,2021-03-02,Paula Amorim,MS,Notebook,700,5,3500,1200,Credit card,"Mato Grosso do Sul, MS",March-2021,Tue,0.3429,Midwest
2178,2021-03-02,Vanessa Souza,PA,Cellphone,300,6,1800,600,Credit card,"Pará, PA",March-2021,Tue,0.3333,North
2179,2021-03-02,Vanessa Souza,PR,Tablet,500,5,2500,1300,Credit card,"Paraná, PR",March-2021,Tue,0.52,South
2180,2021-03-02,Vanessa Souza,AM,Notebook,700,1,700,400,Payment slip,"Amazonas, AM",March-2021,Tue,0.5714,North
2181,2021-03-02,Bruna Castro,RR,Cellphone,300,7,2100,1000,Payment slip,"Roraima, RR",March-2021,Tue,0.4762,North
2182,2021-03-02,Bruna Castro,SC,Tablet,500,9,4500,2200,Payment slip,"Santa Catarina, SC",March-2021,Tue,0.4889,South
2183,2021-03-02,Bruna Castro,SP,Notebook,700,8,5600,2000,Credit card,"São Paulo, SP",March-2021,Tue,0.3571,Southeast
2184,2021-03-02,Marco Maia,DF,Cellphone,300,0,0,0,Credit card,"Distrito Federal, DF",March-2021,Tue,,Midwest
2185,2021-03-02,Marco Maia,DF,Tablet,500,2,1000,300,Credit card,"Distrito Federal, DF",March-2021,Tue,0.3,Midwest
2186,2021-03-02,Marco Maia,MT,Notebook,700,2,1400,800,Credit card,"Mato Grosso, MT",March-2021,Tue,0.5714,Midwest
2187,2021-03-02,Paula Amorim,SE,Cellphone,300,0,0,0,Credit card,"Sergipe, SE",March-2021,Tue,,Northeast
2188,2021-03-02,Paula Amorim,MS,Tablet,500,4,2000,700,Credit card,"Mato Grosso do Sul, MS",March-2021,Tue,0.35,Midwest
2189,2021-03-02,Paula Amorim,MT,Notebook,700,1,700,300,Credit card,"Mato Grosso, MT",March-2021,Tue,0.4286,Midwest
2190,2021-03-02,Vanessa Souza,SP,Cellphone,300,6,1800,400,Credit card,"São Paulo, SP",March-2021,Tue,0.2222,Southeast
2191,2021-03-02,Vanessa Souza,MG,Tablet,500,7,3500,1100,Payment slip,"Minas Gerais, MG",March-2021,Tue,0.3143,Southeast
2192,2021-03-02,Vanessa Souza,CE,Notebook,700,7,4900,1900,Credit card,"Ceará, CE",March-2021,Tue,0.3878,Northeast
2193,2021-03-02,Bruna Castro,BA,Cellphone,300,3,900,500,Credit card,"Bahia, BA",March-2021,Tue,0.5556,Northeast
2194,2021-03-02,Bruna Castro,DF,Tablet,500,1,500,100,Credit card,"Distrito Federal, DF",March-2021,Tue,0.2,Midwest
2195,2021-03-02,Bruna Castro,DF,Notebook,700,2,1400,700,Credit card,"Distrito Federal, DF",March-2021,Tue,0.5,Midwest
2196,2021-03-02,Marco Maia,TO,Cellphone,300,0,0,0,Credit card,"Tocantins, TO",March-2021,Tue,,North
2197,2021-03-02,Marco Maia,AL,Tablet,500,4,2000,1000,Payment slip,"Alagoas, AL",March-2021,Tue,0.5,Northeast
2198,2021-03-02,Marco Maia,PI,Notebook,700,5,3500,1100,Credit card,"Piauí, PI",March-2021,Tue,0.3143,Northeast
2199,2021-03-02,Paula Amorim,RR,Cellphone,300,4,1200,300,Credit card,"Roraima, RR",March-2021,Tue,0.25,North
2200,2021-03-02,Paula Amorim,MT,Tablet,500,2,1000,300,Credit card,"Mato Grosso, MT",March-2021,Tue,0.3,Midwest
2201,2021-03-02,Paula Amorim,AC,Notebook,700,2,1400,700,Credit card,"Acre, AC",March-2021,Tue,0.5,North
2202,2021-03-02,Vanessa Souza,PA,Cellphone,300,4,1200,600,Credit card,"Pará, PA",March-2021,Tue,0.5,North
2203,2021-03-02,Vanessa Souza,RS,Tablet,500,3,1500,600,Payment slip,"Rio Grande do Sul, RS",March-2021,Tue,0.4,South
2204,2021-03-02,Vanessa Souza,PI,Notebook,700,2,1400,400,Credit card,"Piauí, PI",March-2021,Tue,0.2857,Northeast
2205,2021-03-02,Bruna Castro,RS,Cellphone,300,2,600,200,Credit card,"Rio Grande do Sul, RS",March-2021,Tue,0.3333,South
2206,2021-03-02,Bruna Castro,PE,Tablet,500,3,1500,800,Credit card,"Pernambuco, PE",March-2021,Tue,0.5333,Northeast
2207,2021-03-02,Bruna Castro,MS,Notebook,700,1,700,300,Credit card,"Mato Grosso do Sul, MS",March-2021,Tue,0.4286,Midwest
2208,2021-03-03,Marco Maia,RS,Cellphone,300,0,0,0,Payment slip,"Rio Grande do Sul, RS",March-2021,Wed,,South
2209,2021-03-03,Marco Maia,PR,Tablet,500,6,3000,800,Credit card,"Paraná, PR",March-2021,Wed,0.2667,South
2210,2021-03-03,Marco Maia,CE,Notebook,700,2,1400,300,Credit card,"Ceará, CE",March-2021,Wed,0.2143,Northeast
2211,2021-03-03,Paula Amorim,PB,Cellphone,300,3,900,500,Credit card,"Paraíba, PB",March-2021,Wed,0.5556,Northeast
2212,2021-03-03,Paula Amorim,RN,Tablet,500,3,1500,500,Credit card,"Rio Grande do Norte, RN",March-2021,Wed,0.3333,Northeast
2213,2021-03-03,Paula Amorim,GO,Notebook,700,7,4900,1500,Credit card,"Goias, GO",March-2021,Wed,0.3061,Midwest
2214,2021-03-03,Vanessa Souza,PI,Cellphone,300,1,300,100,Credit card,"Piauí, PI",March-2021,Wed,0.3333,Northeast
2215,2021-03-03,Vanessa Souza,AL,Tablet,500,2,1000,300,Payment slip,"Alagoas, AL",March-2021,Wed,0.3,Northeast
2216,2021-03-03,Vanessa Souza,ES,Notebook,700,2,1400,300,Payment slip,"Espírito Santo, ES",March-2021,Wed,0.2143,Southeast
2217,2021-03-03,Bruna Castro,CE,Cellphone,300,4,1200,500,Credit card,"Ceará, CE",March-2021,Wed,0.4167,Northeast
2218,2021-03-03,Bruna Castro,RJ,Tablet,500,7,3500,1200,Credit card,"Rio de Janeiro, RJ",March-2021,Wed,0.3429,Southeast
2219,2021-03-03,Bruna Castro,SC,Notebook,700,4,2800,1500,Credit card,"Santa Catarina, SC",March-2021,Wed,0.5357,South
2220,2021-03-03,Marco Maia,RN,Cellphone,300,3,900,400,Credit card,"Rio Grande do Norte, RN",March-2021,Wed,0.4444,Northeast
2221,2021-03-03,Marco Maia,AC,Tablet,500,3,1500,300,Credit card,"Acre, AC",March-2021,Wed,0.2,North
2222,2021-03-03,Marco Maia,GO,Notebook,700,2,1400,300,Credit card,"Goias, GO",March-2021,Wed,0.2143,Midwest
2223,2021-03-03,Paula Amorim,SE,Cellphone,300,0,0,0,Credit card,"Sergipe, SE",March-2021,Wed,,Northeast
2224,2021-03-03,Paula Amorim,PA,Tablet,500,0,0,0,Payment slip,"Pará, PA",March-2021,Wed,,North
